0.000000000000000000e+00, 0.000000000000000000e+00
1.000000000000000021e-02, 5.000000000000000278e-02
2.000000000000000042e-02, 1.000000000000000056e-01
2.999999999999999889e-02, 1.504493086977780614e-01
4.000000000000000083e-02, 2.013479260933341564e-01
5.000000000000000278e-02, 2.526958214739341568e-01
5.999999999999999778e-02, 3.044929638522894111e-01
7.000000000000000666e-02, 3.567393219687031714e-01
8.000000000000000167e-02, 4.094348642911460057e-01
8.999999999999999667e-02, 4.625743927062306304e-01
1.000000000000000056e-01, 5.161493289265771667e-01
1.100000000000000006e-01, 5.701513947040528496e-01
1.199999999999999956e-01, 6.245725955130128071e-01
1.300000000000000044e-01, 6.794052052274449638e-01
1.400000000000000133e-01, 7.346417519345064262e-01
1.499999999999999944e-01, 7.902750047782762799e-01
1.600000000000000033e-01, 8.462979617394227327e-01
1.700000000000000122e-01, 9.027038382668287619e-01
1.799999999999999933e-01, 9.594860566862511986e-01
1.900000000000000022e-01, 1.016638236318992972e+00
2.000000000000000111e-01, 1.074154184250503574e+00
2.099999999999999922e-01, 1.132027886694927599e+00
2.200000000000000011e-01, 1.190253500907003215e+00
2.300000000000000100e-01, 1.248825347597473989e+00
2.399999999999999911e-01, 1.307737903812393521e+00
2.500000000000000000e-01, 1.366985796240452355e+00
2.600000000000000089e-01, 1.426563794915787442e+00
2.700000000000000178e-01, 1.486466807286712433e+00
2.800000000000000266e-01, 1.546689872623461026e+00
2.899999999999999800e-01, 1.607228156740421188e+00
2.999999999999999889e-01, 1.668076947010467048e+00
3.099999999999999978e-01, 1.729231647650919079e+00
3.200000000000000067e-01, 1.790687775262386650e+00
3.300000000000000155e-01, 1.852440954603307155e+00
3.400000000000000244e-01, 1.914486914584402566e+00
3.500000000000000333e-01, 1.976821484468544332e+00
3.599999999999999867e-01, 2.039440590262675101e+00
3.699999999999999956e-01, 2.102340251289477546e+00
3.800000000000000044e-01, 2.165516576927433601e+00
3.900000000000000133e-01, 2.228965763508783393e+00
4.000000000000000222e-01, 2.292684091365680299e+00
4.100000000000000311e-01, 2.356667922015553973e+00
4.199999999999999845e-01, 2.420913695477358907e+00
4.299999999999999933e-01, 2.485417927710980912e+00
4.400000000000000022e-01, 2.550177208172620613e+00
4.500000000000000111e-01, 2.615188197479490384e+00
4.600000000000000200e-01, 2.680447625177609705e+00
4.700000000000000289e-01, 2.745952287606918674e+00
4.799999999999999822e-01, 2.811699045858321533e+00
4.899999999999999911e-01, 2.877684823817622473e+00
5.000000000000000000e-01, 2.943906606291664119e+00
5.100000000000000089e-01, 3.010361437212271785e+00
5.200000000000000178e-01, 3.077046417913895660e+00
5.300000000000000266e-01, 3.143958705481110005e+00
5.400000000000000355e-01, 3.211095511162359362e+00
5.500000000000000444e-01, 3.278454098846578457e+00
5.600000000000000533e-01, 3.346031783599511478e+00
5.700000000000000622e-01, 3.413825930256755736e+00
5.799999999999999600e-01, 3.481833952070731986e+00
5.899999999999999689e-01, 3.550053309408947033e+00
5.999999999999999778e-01, 3.618481508501078192e+00
6.099999999999999867e-01, 3.687116100232544547e+00
6.199999999999999956e-01, 3.755954678982368566e+00
6.300000000000000044e-01, 3.824994881503258171e+00
6.400000000000000133e-01, 3.894234385841955248e+00
6.500000000000000222e-01, 3.963670910298005889e+00
6.600000000000000311e-01, 4.033302212419208388e+00
6.700000000000000400e-01, 4.103126088032094110e+00
6.800000000000000488e-01, 4.173140370305883806e+00
6.900000000000000577e-01, 4.243342928848444551e+00
7.000000000000000666e-01, 4.313731668832851973e+00
7.099999999999999645e-01, 4.384304530153241508e+00
